,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
333,"Amazon Customer ""Questions Authority""",5,can't say enough about it ... just works perfectly every time ... wish I could say the same about people ... great product,27-03-2014,256,0,0,0,0,0,0
334,"Amazon Customer ""Redstorm""",4,"When I placed this in my Galaxy S4 phone it read it right away at 29.7 GB. Which is expected to loose a few GB. I transferred file from my old card and it was done fast. Although I didn't have large files to start with. I had been looking for a large card and this one fits the bill. The other reviews helped sway my choice. I would recommend this card, so far no issues.",02-12-2014,6,0,0,0,0,0,0
335,"Amazon Customer ""Rhynno""",5,"This itty, bitty SD card packs a whole lot of punch!When I saw how small this was, I was blown away.65GB in something the size of my pinkey fingernail, AMAZING!I have used it on my camera and my phone.I would highly recommend this to anyone.",18-05-2013,569,0,0,0,0,0,0
336,"Amazon Customer ""Ron Gillum, MD""",5,"This works perfectly in my Samsung Galaxy Tab 3 new cell phone, greatly expanding memory. It installs very quickly and easily. easily",01-08-2014,129,0,0,0,0,0,0
337,"Amazon Customer ""RopinTony""",5,"excellent product.  great storage capacity.  super fast.  delivery was excellent as alwaysPros =- everythingcons: noneputting in more so I make 20 words. not much to say, it's a perfect product.  exactly what it says it is",26-10-2012,773,0,0,0,0,0,0
338,"Amazon Customer ""Rus Robinson""",5,"Adding this unit to my Galaxy S III gave me a hand held that was faster, powerful, and had more storage space than my first NEW PC purchase in 1991.  Dig it!",12-06-2012,909,0,0,0,0,0,0
339,"Amazon Customer ""shawnzulma""",5,"What can I say.  I got this at a one day sale only on Amazon and wow this things worked smoothly. No errors, no formatting needed. I just popped it into my GSIII and it worked like a charm",01-01-2013,706,0,0,0,0,0,0
340,"Amazon Customer ""spark_plug_y2k""",5,It works good with my phone.  Very fast when it is used.  Camera seems to work better.  Thanks for the deal.,27-11-2012,741,0,0,0,0,0,0
341,"Amazon Customer ""sunshine""",5,"A few months ago I purchased a Samsung Galaxy 10.1 Note. It was my very first tablet. I didn't know much about them, a friend told me I need one. I couldn't do without it now. I was having issues with the storage, and was told I needed a SD card, and this was the one I was recommended because it had the most storage.I managed to put the in myself after watching a video on YouTube. My friend told me to downloaded App manager from Play Store, which I did and after clicking on App manager to open it, I successfully transferred all my Apps to the SD card. I checked in settings, now I'm happy because I have tons of room for other things.I've had it a couple of weeks now, even though I've added several more Apps and my bookmarks etc, I still have no storage problems. I was told that this card is the best, I have no complaints, it's doing a great job. I'm glad I didn't go for a cheaper version.",30-03-2014,253,0,0,0,0,0,0
342,"Amazon Customer ""TJ""",5,Great price. My Galaxy S3 recognized it no problem. This replaced my old 16 GB micro sd card. Thank you Amazon!,09-12-2012,729,0,0,0,0,0,0
343,"Amazon Customer ""TJ""",5,It installed and is working without any problems in my Samsung Note 2.  Price was  very good for the price.,01-10-2014,68,0,0,0,0,0,0
344,"Amazon Customer ""UbbBlubb""",5,Works well in my Droid RAZR MAX. Allows plentry of space to move videos & pictures to card for later transfer to computer.,28-12-2012,710,0,0,0,0,0,0
345,"Amazon Customer ""veilance""",5,I bought this card so I could have some storage that was quick.  This card delivered.  That's about all there is to say.,11-08-2013,484,0,0,0,0,0,0
346,"Amazon Customer ""volleygod""",4,"I got this card for my phone. I was expecting a significant increase in speed. I have not really noticed any great speed improvements. The card is working great with no problems. Just get a slower card for your phone, you won't notice the difference.",20-02-2013,656,0,0,0,0,0,0
347,"Amazon Customer ""w7hd""",4,"I really like the performance.  Since I put it into a USB 3.0 adapter, I get about 27MB/s actual measured throughput.",20-08-2013,475,0,0,0,0,0,0
348,"Amazon Customer ""WaxonWaxov""",5,SanDisk is the best brand. This chip does exactly what it should do and does it at very good speed. My Samsung Galaxy Note 2 loves this chip.,27-11-2012,741,0,0,0,0,0,0
349,"Amazon Customer ""Wayne Cowan""",5,I have always been pleased with the SanDisk products and this one is no exception. It works as advertised. I would purchase it again.,19-03-2013,629,0,0,0,0,0,0
350,"Amazon Customer ""wolverine331""",5,A must have for those who have android products with expandable memory slots...the go to place to save your pictures and videos so if you change phones or tablets you won't lose your memories.,28-11-2013,375,0,0,0,0,0,0
351,"Amazon Customer ""WoolTales""",5,"I just popped it in my Sony Xperia Tablet Z .  It works.  There is no sense that I will ever run out of room.  If I was using it for work that might be different, but I could just change with a new micro sd card.  I don't know why all tablets don't have a port for one.  I feel confident with the SanDisk brand.  I have never bought a bad SanDisk product.",08-04-2013,609,0,0,0,0,0,0
352,"Amazon Customer ""ZundapMan""",4,"I just bought two of these for our two new Samsung Galaxy IV smart phones.  The adapters will make it possible for the card readers on our computers to accept these MicroSD cards if we find it worthwhile to pull them out of the phone case rather than use the USB &#34;dongle&#34; to move information on and off the phones, but.. most importantly, now I don't worry about storing audio books, favorite playlists, and video clips I might want to show someone on the phones.",10-04-2013,607,0,0,0,0,0,0
353,Amazon Don,1,"Card is Good. I ordered one before and it performs as one would expect, so I ordered another. It took much longer to attempt get the second one so I wrote and got a refund. Seller, NMicro Technology,  was not the same as the first.",12-09-2013,452,0,0,0,0,0,0
354,Amazon fan,5,14000 reviews and counting !! Do you need any other justification to buy this one if you are looking for a microSD card?? Add to it the reliable name of SanDisk and you are left with no doubts to buy this or not!!! Also its available at almost half the actual price with Amazon (I did check the price at local sellers and no one is selling it that cheaper).Comes with a decent writing speed (good for most shooting/recording devices) and has a very very long warranty (10 years !!!). The technology may take a leap before this one stops functioning on you.Want to use it as a SD card in your camera? No problem. It comes with an adapter with which it can be used in any device that uses a SD card. That makes in two-in-one card!!!!!,07-04-2014,245,0,0,0,0,0,0
355,Amazon Fan,3,"I join the long list of customers who have had their SanDisk die on them.  Customer service from SanDisk has been helpful.  They pay for UPS shipping for the return and promise a 7-10 day turn around once the defective disk has been returned.  Still it's a pain to deal with and I lost some photographs.UPDATE: SanDisk sent me a replacement and it seems to be working.  If the replacement goes bad, I'll be back to complain:)SECOND UPDATE: All is well with the replacement so I'm giving it three stars.",02-04-2013,615,1,1,2,0,0.5,0.094531206
356,Amazon H8R,5,Got a Samsung Galaxy note 2 7.0 I'm gonna use for a CarPC and found that you could install a 64gb microSD. Tried this one and it worked flawlessly. Pretty zippy too for a tablet (ugh....tablets read/write is stupid slow but just good enough for media I suppose)Plugged this thing right in and used the tablet to format it. Got 60gb out of it. Good good.,06-12-2013,367,0,0,0,0,0,0
357,AMAZON,1,"the unit shows 0 bytes, in a PC or the phone. it keeps dismounting also. I got a replacement and it did the same thing. Not sure what is going on but it looks like a Chinese counterfeit case. I have seen this happen more and more lately. Amazon seems to be a major portal for these hings, it makes sense with a such a large retailer, they cant check everything.",12-10-2013,422,0,0,0,0,0,0
358,Amazon Shopper,3,"I do not get the advertised speed of 30MB/s, more like a 200-300KB/s on my Galaxy S4. At least it gives me a lot of extra storage space, for a phone it works nicely if you don't need to transfer big files.",14-03-2014,269,0,1,1,-1,0,0
359,Amazon User,5,"I originally bought a Samsung equivalent and then my phone was stolen, so I made the switch.  I have done some research and realized the class 10 and the SDXC are very important as it is the quickest rate of transfer.  However when you read Samsung's description and this one, Samsung claims 80 mbps and SanDisk has 30 mbps, after using both they are identical.  The class and the sdxc are the most important, they are almost absolutely identical.  Samsung's equivalent is $65 and this was under $50.  I haven't noticed a bit of difference, besides that maybe this mircosd card is a bit quicker and easier to move files around.  I store a lot on my phone, which is a Samsung Note 3, this works beautifully.",22-01-2014,320,0,0,0,0,0,0
360,AMcMahon,5,I own MULTIPLE of these cards for my phones and devices and haven't ever had a problem.  Would buy again if I ever needed one for another device.,25-11-2013,378,0,0,0,0,0,0
361,A. Mefford,5,"It is so hard to imagine that you can have 32 GB is something smaller than a postage stamp, yet here it is.I bought this card to work with my Call of Duty Ghosts Tactical Camera and it works perfectly.  The camera came with a 4 G card which I filled in just over an hour at the local Kart track.  I missed the last bit of our race due to insufficient capacity.  The battery was still going strong so I needed more card for recording my adventures.This card fits the bill nicely.As a UHS Speed Class 1 (roughly equiv Class 10) card this SD card is quite capable of any photographic or video need up to Full HD (not 2k or 4k).  I use a similar card in my Canon 60D and am able to hold around 700 raw images, and a few hours of HD video.Here are some benchmarks for comparison including this card.MacBook Pro Retina SSD430 MB/s write323 MB/s readGeneric Class 6 4GB (Came with Ghost Camera)9.8 MB/s write21 MB/s readSanDisk Extreme Class 10 8GB21 MB/s write23 MB/s readThis Card San Disk Ultra UHC 112 MB/s write45 MB/s readWhat does this mean?  It means that you should have no trouble recording HD video reliably with this card.  Your camera will be able to save pictures quickly to this card so it is ready to take the next shot.  If you fill the card completely it will take roughly 12 minutes to copy all the data off of the card, assuming the device you are copying to can keep up.The tests were done in the built in SD card drive of the MacBook Pro using the included SD Card Adapter.Based on my tests, I would say that if you don't really need a Micro SD, then you should buy a standard SD card, your performance might be better and the price should be lower.  However, if you think you need or might need a Micro SD down the road, this is a suitable solution.",26-11-2013,377,0,0,0,0,0,0
362,"Amer Syed ""Devil may cry""",1,"had it in my samsung tablet and it went bad after 2 months, wont let me reformat or read it or do anything with it. money down the drain.",03-05-2014,219,0,0,0,0,0,0
363,"Amex ""Guinea""",5,I use the card with GoPro Black Edition and it is just enough to record some action while horse riding. I have always used SanDisk as recording cards and I am happy with the quality I get.,09-01-2013,698,0,0,0,0,0,0
364,AM,5,"Purchased this for new Samsung S4 Active smart phone.  It worked perfectly, just installed it, no need to reformat.  I've put the amazon.com URL and description below with frustration free packing part number:SDSDQU-064G-AFFP-ASanDisk Ultra 64 GB MicroSDXC Class 10 UHS-1 Memory Card with AdapterB009QZH6JS",09-03-2013,639,0,0,0,0,0,0
365,"Amicus Curia ""pinbalwyz""",5,"I got this for the Sports-Vue 360HD action camera. It works fine. It came with a converter to standard SDHC size/format. I used that to transfer files from the video camera to my XP pro PC. It does fine. I left the card in its FAT32 format and it works without a hitch. It's very small, so you must exercise care not to set it down or drop it and lose it. I'm happy with this item and would recommend it/purchase it again. In fact, I purchased 2.",23-12-2012,715,0,0,0,0,0,0
366,amir70-il,5,"I bought this sundisk memory card for my knew cellphone and it is fantastic, it stores all my cell contacts and leave much space to store any apps or programs I want, I recommend it with all my hurt.",01-04-2014,251,0,0,0,0,0,0
367,amishbob,5,"I got this for my Galaxy S4 so I could store most of my music. It works great. Easy to install (duh), worked out of the box (good), and transfer speeds seem to be very fast. I need to get another one for my Galaxy Note 10.1 2014 Edition.",27-01-2014,315,2,0,2,2,1,0.342380228
368,ampeyton,5,Was purchased to expand memory in a tablet.  It works well in my a tablet and can be used in a camera using the adapter.,07-05-2013,580,0,0,0,0,0,0
369,amp,4,"I bought this as a gift for a co worker he went from 512 megs to 32 gigs what a difference. Although it will take him a while to fill it up, he still enjoys it compared to his old one.",01-08-2014,129,0,0,0,0,0,0
370,anamika,5,I bought this as additional memory for my ten inches samsung tab and i happy with it and noe have more storage,20-02-2014,291,0,0,0,0,0,0
371,anatoliy,1,"I got the micro sdcard 64gig, I reformated to fat32 and works very well on my galaxy s2 i9100 with no problems at all, thanks:DEDIT: After 7 months of using this memory card, now i tried to format it but it wouldn't, i tried about 5 different methods and none of them worked, i wouldn't recommend buying this one: SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter, Frustration-Free Packaging - SDSDQU-064G-AFFP-A. Avoid buying it or you will experience problems in half a year.",27-12-2013,346,0,0,0,0,0,0
372,An Average Guy,5,"Still working fine in my Galaxy SII.  No complaints.  I do have a complaint about my Galaxy occasionally erasing everything on it, but I'm sure that's not the card's fault.",03-08-2014,127,0,0,0,0,0,0
373,AnchorManagement,5,Works just fine installed on my new MS Surface Pro...too bad Windows 8 user experience is lacking! Delivered and works as expected from SanDisk.,05-11-2013,398,0,0,0,0,0,0
374,andha1101,5,"I got this for my Samsung Galaxy Note. After reading various reviews and comparing different micro SD cards, I decided to get this. One of the main reason was because of the speed of this card (UHS-1). The card has been good to me and I'm happy with my purchase.",12-08-2012,848,0,1,1,-1,0,0
375,ANDR D.,5,"Perfect for my GoPro. The size is enough, and the speed (class 10) is what I need to have perfect records, and perfect plays. I don't need the adapter, but it cames in hand for use when sharing the images with friends or backing up on my netbook.",05-01-2013,702,0,0,0,0,0,0
376,Andre Alho,5,"the price is good, it worked as expected, there is not much more to say about it. Have not tested the adapter.",20-06-2014,171,0,0,0,0,0,0
377,"Andrea M. Fernandez ""closet techie""",5,Gives you more memory for your Tablets that accept Micro SD cards.  Just that simplethis is very good quality.,01-03-2014,282,0,0,0,0,0,0
378,Andre Harrison,1,"I purhased this thinking I was getting an amazing deal.  The price was right, the product was not.  After a few months I am unable to delete or add files, pics or music to this microsd card.  I am only using 28gb of space on it.  I cannot add anything, nor delete anything, it won't even allow me to format it and start fresh.  I am not happy with this product and extremely disappointed.  I use my phone a lot and store music and pictures on my phone for various purposes.  I would recommend buying another 64gb microsd card.  One that is more reliable.",13-08-2013,482,1,1,2,0,0.5,0.094531206
379,Andre,4,"I have a GoPro 3 camera with which the cards (64Gb and 32Gb editions) work perfect.Formatting went perfect, movie recording and picture taking without any problem for the last 6 months now.However, I tried to use it in a Contour+ and the Contour GPS and both cameras are unable to use the cards, I presume these cards do not fit the Contour specifications (unable to format, no way to record on the card).So make sure the card is compatible for its intended use.",19-05-2013,568,0,0,0,0,0,0
380,Andrei Muraru,5,The recommended card for GoPro cameras. That's what I use it for and it works great providing outstanding performances and great quality.,21-04-2014,231,0,0,0,0,0,0
381,Andre King,5,Love it!!  Been using this card for six-months now and it hasn't failed me yet!  So far I wiped it once from use in a mp3 player to a 3ds memory card and it has performed flawlessly.  The price is actually lower now than when I first purchased so go ahead and purchase one with no regrets!,07-11-2014,31,0,0,0,0,0,0
382,Andres Vega,5,I got this while it was on a deep sale here on Amazon. I couldn't pass it up. It comes with an standard SD card adapter so it'll work in your computer or anywhere else you can stick an SD card. It hasn't had any faults and does the job.,09-01-2013,698,0,0,0,0,0,0
383,Andrew2834,5,"I bought this for my Microsoft Surface Pro, and it works great and is really fast. It also comes with the adapter so I can use it with my camera. I would definitely recommend it, besides its a really good price!",06-11-2013,397,0,0,0,0,0,0
384,AndrewB,5,Not much to say about his SanDisk mIcroSD card. I needed something with more storage and it serves it's purpose.,03-01-2013,704,0,0,0,0,0,0
385,"Andrew Chan ""andrew chan""",5,Does exactly what it is supposed to.  Plenty of storage for me GPS.  Price was not too high either.  Would recommend.,31-07-2013,495,0,0,0,0,0,0
386,Andrew Clausen,5,I bought this to use in my Chromebook with a short SD card adapter.  I can transfer a 1 Gbt file from the SD card to my USB 3.0 flash drive in about a minute.,22-05-2014,200,0,0,0,0,0,0
387,"Andrew Cutler ""Big Fan""",5,"I needed a bit more storage in my Galaxy Note II, this has worked perfectly.  I have not run into any problems, other than finding out that my phone does not allow moving applications to the card due to limitations that have been added to the newer versions of Android",09-06-2013,547,0,0,0,0,0,0
388,Andrew D. Esquivel,5,"I got it for my Galaxy S4 and it works well. It has a good speed and good space which is something I definitely needed. Sometimes it has a hard time getting recognized in my computer, but I always find a way to make it work. It will not do NTFS, but its not necessary for my purposes.",23-03-2014,260,0,0,0,0,0,0
389,Andrew G.,5,"I put this in my Verizon Samsung Galaxy Stellar and it works perfectly. This is an easy way to add memory for pictures, music and apps, etc, to the phone",03-10-2013,431,0,0,0,0,0,0
390,"Andrew G. Lambrecht ""Cyberdrew""",5,"I have always had good luck with SanDisk products and am pleased with this memory, reliable and looks cool too.",31-01-2013,676,0,0,0,0,0,0
391,Andrew,5,"Fast and Lots of storage, not a flimsy card either. Fells like its build tough. I would definitely recommend this to a friend. Side note, if your device supports it and you can afford it, get the 64GB. Youll appreciate NEVER changing out ur card.",14-10-2013,420,0,0,0,0,0,0
392,Andrew,5,"Great SD card. I use it in a Galaxy S3, and have no complaints.Its quite fast, and works. I don't know what else to say.You can't go wrong with SanDisk.",24-06-2013,532,0,0,0,0,0,0
393,andrew,5,"I am not using it to shoot continuous HD video or anything, i just wanted a fast one so it wouldn't take so long to copy movies and large files onto it. It works very well for a great price.",25-05-2013,562,0,0,0,0,0,0
394,Andrew,4,I have bought it for around 6 months. It works good so far & both read / write speed meet the described specification.,28-05-2013,559,0,0,0,0,0,0
395,Andrew,5,I'm using this card in a phone and so far I have no complaints. Access to the card by the camera and other applications seems fast enough.,17-07-2013,509,0,0,0,0,0,0
396,Andrew Mann,4,Works well. Beware some of these SD cards are not what they say they are. This one is in my Nokia phone. Loaded maps and songs on it. No problem.,19-01-2014,323,0,0,0,0,0,0
397,Andrew M. Hamling,5,"Great card at a great price! Doubled the storage on my new HTC One M8 and now I've got 64 GB total storage on my phone and I have no idea what to do with it all. :PSure beats the 16 GB my iPhone 4s had!Anyway, the card works great and it's speedy to boot!",23-04-2014,229,0,0,0,0,0,0
398,Andrew M. Swiatek,3,the micro sd works great as described. but beware that the micro sd adapters are faulty. the micro sd will get stuck in the adapter. you will have to carefully rip apart the adapter to get the micro sd out thus damaging the apapter.,29-06-2013,527,0,0,0,0,0,0
399,Andrew Pollack,4,"Purchased in November 2012 (less than 18 months ago)  for use in my then new Samsung Galaxy S3.  It has never been removed from the phone until today when it failed.  Since the phone is still fine and the memory card is stored well inside, it's safe to assume this card has suffered no abuse.  Today, the card is totally unreadable.  It can't be formatted by the phone.  The PC doesn't see it at all.  It's dead, Jim.  I'll be contacting SANDISK about warranty today.UPDATE:  I've updated this from 1 start to 4 because although it failed, SANDISK is replacing it at no charge.  Sometimes stuff fails. If a manufacturer will stand by it, that speaks well.  Nice that because I bought it on Amazon I could search my orders and find the original invoice to use when I contacted them.",04-01-2014,338,0,0,0,0,0,0
400,Andrew P. Thomas,5,"This is just what the tablet needs, it increases the memory up to nearly 100 GB so I will bnever run out of storage space.",23-04-2014,229,0,0,0,0,0,0
401,Andrew Ramsammy,4,Works great with my Samsung Galaxy Tab3. Transfer speeds are excellent with this card.I would recommend this card to everyone.,18-01-2014,324,0,0,0,0,0,0
402,"Andrew R. Seiler ""bookfish""",5,"Arrived in manufacturers packaging so it looked authentic. I was still sceptical based on reviews I read from others on Amazon, so I called thecustomer service phone number for San disk and they verified it was genuine. You will need a magnifying glass ro see the numbers printed on the back of the card, or alternately you can take a photo of it with your smartphone, I used the Galaxy S3 om Macro or text setting and then enlarged the photo to read the numbers.very happy with this card fast response, have hundreds of photos and songs on this card and it works great.",25-09-2012,804,1,0,1,1,1,0.206549314
403,Andrew Saulmer,5,Hold a lot of stuff for my phone! Used like 6Gigs for my music. And I have it set to use my card for photo and video. Might do movies on it... But who watches movies on a phone....,12-04-2013,605,0,0,0,0,0,0
404,"Andrew Strautz ""Laugh and the world laughs wi...",4,"its a memory card and has the reputation you expect from SanDisk. I thankfully didn't get a knock off, counterfeit, card because It was bought official threw Amazon. it works as advertized and at full capacity (59~ gigs after formatting, which is to be expected) it has good speed for things like games movies music and photos (view/shooting) I've owned it for about two weeks now and its been reliable giving me no reason to doubt it.if you have a low capacity phone/tablet/device you should buy a card and SanDisk is probably the brand you should go with. the price is rite (through Amazon) and they are backed by both the manufacturer and the distributor with a warranty (Amazon A-Z 30 day, and SanDisk- 6mo parts I think it is) its better than you can get with budget or discount cards you find elsewhere.I recommend this product to customers looking for quality storage space.",12-03-2013,636,0,0,0,0,0,0
405,Andrew Stuckwisch,5,Great quality product. Purchased for GoPro Hero 3 and works great with the adapter. Would recommend to anyone buying a camera with micro SD.,01-01-2013,706,0,0,0,0,0,0
406,Andrew Tapay,5,"There is not much to say about a micro-SD card, but this one seems to work for me. word, word.",05-01-2014,337,0,0,0,0,0,0
407,Andrian Curshen,4,"Performs as it is supposed to. 16gb is quite a lot of storage plus my Samsung Galaxy has 15 gb of internal memory for a total of 32 gb. That's plenty enough to store hundreds of hours of music,",19-04-2013,598,0,0,0,0,0,0
408,Andromachre,5,"Purchased 2 of these for my Samsung Galaxy S4 (AT&T). The cards work without any issue; storing games, movies and music on them. I would recommend to anyone and would most definitely purchase these again without hesitation. As always, a big thanks to Amazon for 2 day shipping!",20-09-2013,444,0,0,0,0,0,0
409,andy0135,5,I was amazed at the speed of this sd card on my smart phone the HD video no longer jumps and buffers while recording and the transfer time from pc to phone has decreased dramatically,04-01-2013,703,0,0,0,0,0,0
410,Andy B,5,"I use this for a dash mounted camera for my company car. It is constantly recording and erasing old videos when the card is full. It has been used for nearly 2 years, including cold winters and hot summers, and has never messed up.",22-04-2014,230,0,0,0,0,0,0
411,Andy D.,5,"For the price it was a great buy. I would recommend to all. It has a pretty high transfer rate, and comes with an adapter so you don't have to worry about that.",22-07-2013,504,0,0,0,0,0,0
412,Andy Do,1,"Ordered this from Amazon and was expecting it to work perfectly like my other 32GB sandisk (in my galaxy s4). However, I was really disappointed that upon placing it in my note 10.1 2014 edition the card become unrecognizable. I tried reformatting on the computer, on the phone, and yet, no prevail. It could be the firmware or current update of android, but the point is that, if other companies can make a card that works, why not do the same? Maybe I got a bad batch, who knows...I went ahead and ordered the G.Skill microsd card and now it's working perfectly. I'm s",03-05-2014,219,1,2,3,-1,0.333333333,0.061491945
413,Andy,5,I have this sd card for awhile now and I would have to say its awesome. The service was great. The product got to me at a reasonable time. My overall experience is 10/10. Thanks.,07-10-2014,62,0,0,0,0,0,0
414,***Andy***,5,I use this in my tablet for extra space and it works as it should. The storage space is awesome and works good i have had a few months now and not having any issues!,03-04-2014,249,0,0,0,0,0,0
415,"Angel A. Correa ""The artist""",5,"Got this for my galaxy s3, fits well works fine. I moved all my stuff from the phone to the card and working great!",18-03-2014,265,0,0,0,0,0,0
416,Angelika Perry,5,Nothing much to say other than it works just fine and it has great price. Needed another one for my phone after my first one got corrupted after a systems update. Just a tip: If you phone prompts you for an update you might want to take the card out before doing so; I corrupted two cards that way.,19-01-2014,323,0,0,0,0,0,0
417,Angelyne,5,"The memory card works well and I have no problem with it. It was one of the cheapest out there. Came with adapter, so that's convenient.",15-02-2014,296,0,0,0,0,0,0
418,"Angry Ryan ""Ryan A. Forrest""",5,"I bought a class 10 Samsung and returned it after I found out the speed was actually lower than that class. After buying and using many different brands, I have found that this company makes the fastest, highest quality, memory cards. Other companies advertise their cards as being certain classes but they are not up to par. I think $19.99 is a steal; best buy sells this product for $39.99. (As of 7-11-12)The card I recieved must have been a dud. It is broken and my phones are not able to read it. When I try to use it in the computer it says the card is damaged. I will be returning to Amazon.",13-07-2012,878,1,1,2,0,0.5,0.094531206
419,Ani,5,"Works as specified, received in good condition from Amazon, using since a few months, in a smartphone, it doesn't get better than this if you're using Sandisk in terms of speed and space. You can expect speeds upto 28 MB/sec for WRITE, about 30MB/sec for READ, with the provided adapter, speeds ar always better for both read/write, using smartphone to read/write, speeds would be lesser mostly, but average should be 20mb/sec anyways as per what I've seen and I'm a heavy user, like if there is a 256GB microSDXC available, I would actually buy it, tried the Extreme version with 80mb/sec, costs 2 times of this one, but works similar to this, so dont waste money on name that doesnt deliver, buy this if you're buying to Sandisk",11-02-2013,665,0,0,0,0,0,0
420,Anil Wortz,5,Bought a cheap tablet with no storage. This works fine and is fast. Now I have plenty of external android app storage and also videos to watch.,01-07-2014,160,0,0,0,0,0,0
421,Anish Eapen,5,"does as promised, neat frustration free packaging, didn't run any speed checks but believe in SanDisk quality which is unmatched",26-03-2014,257,0,0,0,0,0,0
422,Anita,5,"Using this card for my GoPro Hero 3 Black.  No issues to date.  Card was used to video vacation in Palau, Yap, & Guam - underwater video.  So far, no complaints!",17-10-2013,417,0,0,0,0,0,0
423,Anne,5,Couldn't find this in the local stores. It is what we needed and it was brand new as stated and works great.,27-10-2013,407,0,0,0,0,0,0
424,AnneMarieHRo,5,Works great with my Galaxy S4. Didn't need to format the card or anything. Just popped the card in and everything worked great out of the box. Transfer speeds are excellent with this card. I would recommend this card to everyone.,12-12-2013,361,0,0,0,0,0,0
425,Ann L. Stanaway,5,"Easy to install and performs per specs.  I have expanded the capacity of my handheld scanner with this product.  The convenience of these micro products is phenomenal!  I began my career in IT in the 70's and can attest to the truly wonderful progress tech has made over the years.  We do more with less--that's innovation, that's capitalism at its best!",01-08-2014,129,0,0,0,0,0,0
426,Anon Buyer,4,I bought this card for my Phone. It gave me the extra storage for my pictures and video that I needed.,22-01-2013,685,0,0,0,0,0,0
427,Anon,5,"It's fast and not too expensive, Still works after several months, unlike a lot of cheaper cards.  You don't need this fast of a card in most phones if you just access but it makes a world of difference if you do a lot transferring.",22-06-2014,169,0,0,0,0,0,0
428,anonomous,3,"than i expected. I don't know if it would kill any manufacturers to actually have a memory card or stick or device to actually HAVE Available the advertised capacity. Fortunately l learned that the advertised and actual available memory are TWO SEPARATE THINGS before i bought it, always scroll down and read the technical spec of a device or anything before you buy as that way ideally, your actually informed. Let the buyer beware, is more appropriate every day as most things are not exactly as they seem. And if it's food and cheap, it's likely cancer causing and don't feed your body and your car in the same place.",03-02-2013,673,0,2,2,-2,0,0
429,"anonymous ""Lworks""",5,I use in a tablet.  Works perfectly.  Good size / price.  The more capacity ones will come down eventually but this is perfect right now.,04-09-2014,95,0,0,0,0,0,0
430,An ordinary consumer,5,"Since there are almost three thousands reviews already, I bet almost everything about reading and writing speeds have been covered. I'll just try to provide some specifics from my experience in case if somebody is searching with these keywords. I've copied some WAV and MP3 files to this card from a fast PC (3.4 GHz, 16GB RAM, 7,200 RPM HDD, 64-bit Win 7, etc.) with a built-in card reader. The card reader maybe my bottleneck. Anyway, the observed average writing speed was around 9.5MB/s.Tried this card in Nokia 3555b. Logically this phone cannot read more than 8GB MicroSDHC cards, but it it. However, it saw the card as being only a 2GB card. Tried inMotorola Flipout Unlocked GSM Quad-Band Android Phone with Bluetooth, Camera, QWERTY Keyboard and Wi-Fi - Unlocked Phone - US Warranty - Black. Played those WAV and MP3 files and it worked very well. Tried inMotorola MB520 Bravo Unlocked Phone with Android OS, 3MP Camera, FM Radio and GPS - US Warranty - Blackwith the same files, and it worked well too. No hiccups. Then inserted (and left it in) inBLU Studio 5.3 II Unlocked Dual Sim Phone with Dual-Core 1GHz Processor, Android 4.1, 5.3-inch IPS Capacitive Touch, and 8MP Camera - U.S. Warranty (Black). So far so good. Will update this review if problems will arise.It was sold and fulfilled by Amazon in a frustration-free packaging. I love this packaging not only because it does not have nasty blister pack that cuts your fingers, but also because it is eco-friendly.",28-03-2013,620,0,0,0,0,0,0
431,Anthony Coradino,5,Loving it! Plenty of room to store my media and go back and forth between my pc and tablet.  Also great for storing all my school related texts and documents.,26-12-2012,712,0,0,0,0,0,0
432,Anthony,5,"Had no issues inserting this into an HP tablet and adding photos, music, etc to the memory.  Reads/writes quickly.  Great value.",13-07-2014,148,0,0,0,0,0,0
433,Anthony,5,"I put the 32 GB card in my Galaxy S3 and it is working as well as could be. I popped the SD card into the slot, went to settings-> Storage-> and selected 'format'. That was it. Then I set up an Mp3 folder which was instantly recognized by double twist and now I have tons of storage for music, pics, and more. Great card.",04-12-2013,369,0,0,0,0,0,0
434,Anthony J Scannelli,5,After assuming I was stuck with a number of Micro SD adapters that didn't work I purchased the SanDisk Ultra card and low and behold everything started working. Even my wife's tablet that didn't recognize the SD cards movies started working. Bottom line it just works.,22-04-2014,230,0,0,0,0,0,0
435,Anthony L cate,5,This is working great in my AT&T Galaxy Note. I love having extra storage for my music videos and pictures,24-07-2012,867,1,0,1,1,1,0.206549314
436,Anthony Nonya,5,"Super fast compared to my other cards. Didn't do any tests, but this is much faster than no name &#34;class 10&#34; cards.",01-08-2013,494,0,0,0,0,0,0
437,Anthony Ricciardi,5,"Like I said, this is a flash drive. It works. There are no data copying or writing speed problems and it performs within manufacturer specs.",24-07-2013,502,0,0,0,0,0,0
